Accession;TM domains;Signal peptide;TM string
A6NNM3;0;0;i
A6NNP5;0;0;i
A6NP11;0;0;i
A6NP61;0;0;i
A6PVL3;2;0;i12-31o37-60i
A6PVS8;0;0;i
A6QL64;0;0;i
A7E2U8;0;0;i
A8K0R7;0;0;i
A8K0S8;0;0;i
A8K5M9;0;0;i
A8MPS7;0;0;i
A8MPX8;0;0;i
A8MQ11;0;0;i
A8MT70;0;0;i
A8MTI9;0;0;i
A8MTL9;0;Y;n3-11c16/17o
A8MTY7;0;0;i
A8MUH7;0;0;i
A8MUM7;0;0;i
A8MUV8;0;0;i
A8MV23;0;Y;n4-12c17/18o
A8MVA2;0;0;i
A8MVS5;1;Y;n4-15c19/20o117-142i
A8MVU1;0;0;i
A8MVW0;2;Y;n10-21c26/27o286-304i316-339o
A8MVZ5;1;Y;n10-21c26/27o254-275i
A8MWA4;0;0;i
A8MWD9;0;0;i
A8MWK0;4;0;i167-188o194-215i301-318o344-367i
A8MX76;0;0;i
A8MXE2;1;0;i12-30o
A8MXU0;0;Y;n3-14c19/20o
A8MXY4;0;0;i
A8MXZ3;0;0;i
A8MYV0;0;0;i
A8MYZ6;0;0;i
A8MZ26;0;0;i
A8MZ36;0;0;i
B1AJZ9;0;0;i
B1AKI9;0;Y;n8-19c26/27o
B1APH4;0;0;i
B2CW77;0;0;i
B2RC85;0;0;i
B2RN74;7;0;o40-65i77-94o114-135i155-177o220-241i253-275o290-307i
B2RPK0;0;0;i
B2RXH4;0;0;i
B3SHH9;3;Y;n5-23c28/29o106-126i133-165o185-209i
B4DU55;0;0;i
B4DYI2;1;0;i24-46o
B5ME19;0;0;i
B7ZAP0;0;0;i
B9A064;0;0;i
B9EJG8;6;0;i7-31o67-85i97-117o137-156i168-190o196-213i
C0HLV8;0;Y;n6-16c21/22o
C0HLZ6;0;0;i
C0HM01;0;0;i
C0HM83;0;0;i
C9J069;0;0;i
C9J1S8;0;0;i
C9J2P7;0;0;i
C9J798;0;0;i
C9JCN9;0;0;i
C9JDP6;3;Y;n9-20c25/26o79-100i120-145o165-189i
C9JH25;5;Y;n6-17c23/24o367-388i400-419o439-456i468-488o500-519i
C9JJH3;0;0;i
C9JLJ4;0;0;i
C9JLR9;0;0;i
C9JPN9;0;0;i
C9JQI7;2;0;i168-185o353-373i
C9JQL5;2;0;i58-80o108-129i
C9JSJ3;0;0;i
C9JUS6;0;Y;n3-14c18/19o
C9JVI0;0;0;i
C9JXX5;0;Y;n13-25c30/31o
D6R901;0;0;i
D6R9N7;0;0;i
D6RA61;0;0;i
D6RBQ6;0;0;i
D6RCP7;0;0;i
D6RIA3;0;0;i
D6RJB6;0;0;i
E2RYF6;1;Y;n10-21c30/31o1661-1685i
E2RYF7;0;Y;n4-14c19/20o
E7ETH6;0;0;i
E9PB15;0;0;i
E9PQ53;2;0;o30-47i59-75o
F5H284;0;0;i
F7VJQ1;1;0;o40-59i
F8VTS6;0;0;i
G5E9R7;0;Y;n8-18c26/27o
H3BQB6;0;0;i
H3BRN8;0;0;i
H3BSY2;0;0;i
I1YAP6;0;0;i
I3L273;1;Y;n7-17c21/22o406-431i
I3L3R5;0;Y;n10-18c23/24o
I6L899;0;0;i
L0R819;0;0;i
O00110;0;0;i
O00479;0;0;i
O14498;0;Y;n4-13c18/19o
O14562;0;0;i
O14581;7;0;o26-48i60-79o91-120i140-168o197-216i237-260o272-292i
O14598;0;0;i
O14604;0;0;i
O14715;0;0;i
O14921;0;0;i
O14990;0;0;i
O15037;0;0;i
O15050;0;0;i
O15255;0;0;i
O15442;0;Y;n15-26c34/35o
O15482;2;0;i332-351o357-377i
O43246;14;0;i39-58o70-92i113-137o171-190i197-217o229-249i270-296o316-345i366-385o391-412i477-498o510-530i542-562o568-587i
O43325;0;0;i
O43361;0;0;i
O43423;0;0;i
O43824;0;0;i
O43869;9;0;o6-30i37-55o75-98i110-132o152-170i190-212o247-266i287-311o323-342i
O60224;0;0;i
O60268;0;0;i
O60287;0;0;i
O60290;0;0;i
O60309;1;0;o1582-1602i
O60320;4;0;o31-56i68-85o91-113i176-197o
O60347;0;0;i
O60361;0;0;i
O60403;7;0;o25-47i59-79o91-120i141-164o195-222i243-261o273-293i
O60404;7;0;o24-48i60-80o92-121i142-169o197-228i240-262o274-294i
O60431;7;0;o26-50i62-82o102-120i132-151o197-219i240-261o273-292i
O60518;0;0;i
O60637;4;0;i12-36o48-71i83-107o212-235i
O60732;0;0;i
O60739;0;0;i
O75290;0;0;i
O75333;0;Y;n2-12c17/18o
O75373;0;0;i
O75426;0;0;i
O75467;0;0;i
O75474;0;0;i
O75526;0;0;i
O75949;2;Y;n13-24c29/30o45-65i431-449o
O75954;4;0;i12-36o56-76i83-107o204-227i
O76000;7;0;o27-48i60-80o92-118i130-151o200-226i238-260o272-292i
O76038;0;0;i
O76087;0;0;i
O76100;7;0;o25-48i60-79o91-120i140-158o197-216i237-260o272-292i
O94819;0;0;i
O94952;0;0;i
O95006;7;0;o25-48i60-78o98-120i132-150o197-219i240-261o273-292i
O95013;7;0;o23-47i59-78o98-120i141-168o203-225i237-258o270-289i
O95156;0;Y;n8-20c28/29o
O95157;0;Y;n6-16c21/22o
O95158;0;Y;n7-17c22/23o
O95170;0;0;i
O95221;7;0;o25-48i60-79o99-120i140-158o201-225i237-260o272-292i
O95424;1;0;o27-46i
O95478;0;0;i
O95502;0;Y;n4-23c35/36o
O95521;0;0;i
O95744;0;0;i
O95800;7;0;o36-69i81-107o119-141i162-182o202-225i319-346o352-376i
O95857;4;0;i12-40o46-68i75-100o168-188i
O95969;0;Y;n5-16c21/22o
O96001;0;0;i
P01737;0;Y;n2-15c20/21o
P03986;1;0;o155-177i
P0C025;0;0;i
P0C091;0;Y;n15-25c33/34o
P0C0P6;0;Y;n7-18c23/24o
P0C5J1;0;0;i
P0C5Y4;0;0;i
P0C604;7;0;o24-45i57-80o100-118i139-164o191-214i234-256o268-287i
P0C623;7;0;o25-49i61-79o99-121i141-159o206-225i237-258o270-289i
P0C626;7;0;o25-51i94-118o130-154i161-185o197-225i237-258o270-292i
P0C628;7;0;o27-50i59-79o99-118i130-158o196-222i243-261o273-292i
P0C629;7;0;o26-49i61-82o102-121i141-159o198-227i239-261o273-292i
P0C646;7;0;o12-34i46-73o88-109i129-149o179-199i220-244o256-278i
P0C6A0;0;0;i
P0C6P0;0;0;i
P0C6S8;1;Y;n3-15c24/25o527-552i
P0C7A2;0;0;i
P0C7H9;0;0;i
P0C7I0;0;0;i
P0C7N1;7;0;o27-48i60-78o98-118i130-151o197-226i238-261o273-292i
P0C7N5;7;0;o27-48i60-78o98-120i132-158o197-226i238-261o273-292i
P0C7N8;7;0;o24-49i56-72o92-117i129-153o196-220i241-260o272-291i
P0C7P4;0;0;i
P0C7Q2;0;0;i
P0C7Q6;9;0;o40-58i70-89o104-125i159-178o190-210i222-241o253-274i281-300o306-328i
P0C7T2;7;0;o20-39i51-73o93-111i131-150o188-207i228-252o264-283i
P0C7T3;5;0;o30-50i62-89o95-113i204-225o245-267i
P0C7T4;0;0;i
P0C7U1;0;0;i
P0C7V7;1;0;o6-24i
P0C7X1;0;0;i
P0C851;2;0;i56-79o91-114i
P0C860;0;0;i
P0CB33;0;0;i
P0CB38;0;0;i
P0CF51;1;0;o139-161i
P0CG00;0;0;i
P0CG01;0;Y;n4-15c20/21o
P0CG12;0;0;i
P0CG22;0;0;i
P0CG31;0;0;i
P0CG36;0;Y;n9-20c25/26o
P0CG40;0;0;i
P0CH99;0;0;i
P0CI26;0;0;i
P0CJ72;0;0;i
P0CJ78;0;0;i
P0CJ79;0;0;i
P0CK96;10;0;i75-97o109-130i142-162o168-187i194-212o218-237i258-277o297-317i324-343o349-367i
P0CK97;3;0;i75-97o109-130i142-164o
P0CL82;0;0;i
P0CV98;0;0;i
P0CV99;0;0;i
P0CW00;0;0;i
P0CW01;0;0;i
P0CW19;0;0;i
P0DJD0;0;0;i
P0DJD1;0;0;i
P0DKB6;2;0;i20-41o53-73i
P0DKV0;1;0;i24-46o
P0DM35;0;0;i
P0DMP2;0;0;i
P0DMU2;8;0;i27-53o59-78i99-120o140-162i174-194o200-226i238-261o273-292i
P0DMU9;0;0;i
P0DN26;0;0;i
P0DN37;0;0;i
P0DN80;7;0;o27-50i57-79o99-118i130-158o196-225i237-259o274-291i
P0DN81;6;0;i28-49o61-83i95-121o205-227i239-260o280-299i
P0DN82;7;0;o24-48i60-80o100-118i138-156o204-225i237-260o272-291i
P0DOX2;0;0;i
P0DOX7;0;0;i
P0DOX8;0;0;i
P0DP01;0;Y;n7-14c19/20o
P0DP02;0;Y;n3-14c19/20o
P0DP03;0;Y;n3-14c19/20o
P0DP04;0;Y;n3-14c19/20o
P0DP06;0;Y;n4-12c19/20o
P0DP07;0;Y;n4-12c19/20o
P0DP08;0;Y;n4-12c19/20o
P0DP09;0;Y;n7-17c22/23o
P0DP72;1;Y;n13-24c28/29o701-724i
P0DP73;0;Y;n6-17c22/23o
P0DP74;0;Y;n6-17c22/23o
P0DPB5;0;0;i
P0DPF3;0;0;i
P0DPF4;0;Y;n6-14c19/20o
P0DPF7;0;Y;n3-14c21/22o
P0DPI2;0;Y;n2-10c15/16o
P0DPQ6;0;0;i
P0DQD5;7;Y;n3-11c16/17o40-67i79-104o116-137i157-176o213-237i263-281o301-325i
P0DSN7;0;Y;n7-17c22/23o
P0DSO2;0;0;i
P0DTE1;0;Y;n3-14c19/20o
P0DTE2;0;Y;n2-13c17/18o
P0DTL5;5;Y;n10-21c25/26o35-55i62-83o89-107i114-132o138-155i
P0DTL6;0;0;i
P0DTW3;0;Y;n7-14c19/20o
P0DUH7;0;0;i
P0DV77;0;0;i
P0DXC1;0;0;i
P10075;0;0;i
P11844;0;0;i
P12525;0;0;i
P15421;1;Y;n5-16c34/35o58-77i
P16562;0;Y;n3-14c21/22o
P17017;0;0;i
P20962;0;0;i
P31275;0;0;i
P43359;0;0;i
P43362;0;0;i
P43366;0;0;i
P47881;6;0;o29-54i63-85o105-123i143-161o200-229i241-263o
P47884;8;0;i26-47o59-79i91-115o135-162i174-194o200-221i242-260o272-291i
P47890;7;0;o27-50i59-78o98-120i132-151o197-216i237-261o273-292i
P47944;0;0;i
P48741;0;0;i
P51523;0;0;i
P51786;0;0;i
P51861;0;0;i
P52740;0;0;i
P52743;0;0;i
P52943;0;0;i
P55822;0;0;i
P56749;4;0;o6-30i88-113o133-161i173-196o
P57060;0;0;i
P58170;8;0;i26-47o59-79i91-115o135-162i174-194o200-221i242-260o272-289i
P58180;7;0;o26-49i61-82o102-120i140-162o208-225i237-258o270-289i
P58181;7;0;o27-49i61-85o91-120i140-158o197-225i237-253o273-292i
P58511;1;0;o12-33i
P59536;7;0;o6-32i44-69o89-109i129-151o186-204i236-258o270-288i
P59539;7;0;o6-31i43-67o87-108i128-146o185-206i227-248o260-281i
P59541;7;0;o6-31i43-67o87-108i128-147o185-206i227-248o260-281i
P59544;7;0;o6-35i47-68o88-108i128-146o182-206i227-250o262-281i
P59551;7;0;o17-46i58-82o102-120i140-161o200-220i245-271o283-303i
P59646;1;Y;n4-14c19/20o39-59i
P59861;0;Y;n3-14c22/23o
P59922;7;0;o25-48i60-81o101-120i140-168o199-216i237-260o272-292i
P60673;0;0;i
P60985;0;Y;n5-17c22/23o
P61129;0;0;i
P61236;0;0;i
P61570;2;0;i466-491o633-655i
P62502;0;Y;n4-15c20/21o
P62685;0;0;i
P63119;0;0;i
P63120;0;0;i
P63121;0;0;i
P63122;0;0;i
P63124;0;0;i
P63125;0;0;i
P63127;0;0;i
P63131;0;0;i
P63302;0;0;i
P78312;0;0;i
P82664;0;0;i
P84157;0;Y;n7-26c33/34o
P86790;0;0;i
Q008S8;0;0;i
Q02325;0;Y;n6-14c19/20o
Q03924;0;0;i
Q03938;0;0;i
Q05BV3;0;0;i
Q05DH4;0;0;i
Q06250;0;0;i
Q075Z2;0;Y;n2-9c17/18o
Q08AF3;0;0;i
Q08AI6;10;0;o6-28i49-73o93-112i124-144o164-188i200-222o242-258i279-299o305-327i339-361o
Q08AN1;0;0;i
Q09MP3;0;0;i
Q0P651;0;0;i
Q0P6D2;0;Y;n25-43c51/52o
Q0VDE8;1;0;o12-35i
Q0VDG4;0;0;i
Q0VFZ6;0;0;i
Q0VGE8;0;0;i
Q107X0;0;0;i
Q12767;10;0;i70-89o95-113i283-302o322-341i1093-1118o1124-1141i1167-1191o1235-1252i1264-1286o1306-1327i
Q13046;0;0;i
Q13066;0;0;i
Q13069;0;0;i
Q13072;0;Y;n5-12c17/18o
Q13296;0;Y;n3-13c18/19o
Q13536;1;0;i123-140o
Q14146;0;0;i
Q14390;0;0;i
Q14507;0;Y;n7-18c22/23o
Q14549;0;0;i
Q14582;0;0;i
Q14586;0;0;i
Q14588;0;0;i
Q14761;1;Y;n3-15c20/21o36-54i
Q147U1;0;0;i
Q14DG7;1;0;o899-924i
Q15032;0;0;i
Q15270;0;0;i
Q15434;0;0;i
Q15527;0;0;i
Q15615;7;0;o26-49i61-78o98-120i140-164o204-225i237-258o270-289i
Q15619;8;0;i26-49o61-86i98-120o132-151i158-178o198-225i237-260o272-292i
Q15622;8;0;i26-47o59-79i91-110o130-150i157-178o198-216i237-260o272-292i
Q16048;0;0;i
Q16517;1;0;o17-38i
Q16559;0;0;i
Q16626;0;0;i
Q17R31;0;0;i
Q17R55;1;Y;n5-12c17/18o336-354i
Q17RC7;0;0;i
Q17RG1;0;0;i
Q17RR3;0;Y;n2-12c17/18o
Q1AE95;1;0;o300-320i
Q1ED39;0;0;i
Q1KMD3;0;0;i
Q1W4C9;0;Y;n8-18c23/24o
Q1X8D7;0;0;i
Q1XH10;1;0;i224-246o
Q1ZYL8;0;Y;n2-10c15/16o
Q2KHR3;0;0;i
Q2M218;0;0;i
Q2M296;0;0;i
Q2M2W7;0;Y;n5-16c24/25o
Q2M329;0;0;i
Q2M3D2;0;0;i
Q2M3V2;0;Y;n2-12c17/18o
Q2M3W8;0;0;i
Q2M5E4;0;0;i
Q2QD12;0;0;i
Q2TAA2;0;0;i
Q2TAA8;0;0;i
Q2TAL5;0;0;i
Q2TB10;0;0;i
Q2TBF2;0;Y;n19-30c35/36o
Q2TV78;0;Y;n4-15c20/21o
Q2VY69;0;0;i
Q2VYF4;2;0;o132-155i175-198o
Q2WGJ8;2;0;o60-77i89-107o
Q2WGJ9;1;0;o1824-1843i
Q2WGN9;0;0;i
Q30KQ1;0;Y;n5-15c23/24o
Q30KQ4;0;Y;n7-14c18/19o
Q30KQ5;0;Y;n15-26c31/32o
Q30KQ8;0;0;i
Q30KR1;0;Y;n5-17c22/23o
Q32P51;0;0;i
Q3B7J2;0;Y;n4-11c16/17o
Q3B7T3;1;0;o36-59i
Q3B8N5;0;0;i
Q3C1V8;0;0;i
Q3KNT7;0;Y;n2-10c15/16o
Q3KNW1;0;0;i
Q3KP31;0;0;i
Q3KQV9;0;0;i
Q3KQZ1;1;Y;n3-14c19/20o205-226i
Q3LI61;0;0;i
Q3LI73;0;0;i
Q3LI81;0;0;i
Q3LI83;0;0;i
Q3MIS6;0;0;i
Q3MIX3;1;0;o46-68i
Q3SXZ3;0;0;i
Q3ZCQ2;0;0;i
Q3ZCW2;0;0;i
Q400G9;0;0;i
Q494W8;5;0;i141-166o172-190i202-225o237-254i380-400o
Q494X3;0;0;i
Q495B1;0;0;i
Q496H8;0;Y;n21-29c35/36o
Q499Z3;0;0;i
Q499Z4;0;0;i
Q49A92;0;0;i
Q49AA0;0;0;i
Q49AG3;0;0;i
Q49AR2;0;0;i
Q4G0F5;0;0;i
Q4G0I0;1;Y;n4-11c15/16o76-95i
Q4G0S7;0;0;i
Q4G0Z9;0;0;i
Q4G112;0;0;i
Q4KMZ1;0;0;i
Q4KMZ8;3;Y;n8-16c21/22o37-55i62-85o151-172i
Q4V339;0;0;i
Q4VC39;2;0;o48-67i79-102o
Q4VXA5;2;0;i7-27o33-50i
Q4VXU2;0;0;i
Q4W5P6;1;0;o6-29i
Q502W7;0;0;i
Q504U0;0;0;i
Q50LG9;1;Y;n5-16c20/21o406-426i
Q52LA3;0;0;i
Q52LD8;0;0;i
Q52M58;0;0;i
Q52M93;0;0;i
Q53EQ6;0;0;i
Q53EV4;0;0;i
Q53FE4;0;0;i
Q53RY4;4;0;i21-40o60-81i93-117o164-189i
Q53S08;0;0;i
Q53S58;3;0;i17-37o167-187i199-218o
Q53S99;0;0;i
Q53SF7;0;0;i
Q56A73;0;0;i
Q56VL3;0;0;i
Q587I9;4;0;i83-102o108-126i147-171o177-200i
Q58FF3;0;0;i
Q58FF6;0;0;i
Q5BJE1;0;0;i
Q5BKX6;12;0;i64-82o88-109i121-143o155-174i194-213o233-251i508-529o556-579i591-611o617-639i660-682o694-716i
Q5BLP8;0;Y;n18-29c34/35o
Q5CZA5;0;0;i
Q5EBM4;0;0;i
Q5FYA8;2;0;i165-184o196-217i
Q5GH70;8;0;i12-33o39-63i165-185o205-225i232-249o261-278i290-312o318-340i
Q5GH73;10;0;o130-149i161-185o238-257i277-297o317-336i357-378o384-404i416-433o445-463i472-497o
Q5GH77;10;0;i29-53o65-88i100-117o165-185i197-219o239-258i265-284o304-325i345-365o377-397i
Q5H8A3;0;Y;n10-20c28/29o
Q5H913;0;0;i
Q5H9K5;0;0;i
Q5H9M0;0;0;i
Q5H9R4;1;0;i7-25o
Q5HY98;0;0;i
Q5HYK9;0;0;i
Q5HYR2;0;0;i
Q5I0G3;0;0;i
Q5I0X7;0;0;i
Q5JNZ3;0;0;i
Q5JPF3;0;0;i
Q5JPI3;0;0;i
Q5JQF8;0;0;i
Q5JQS5;7;0;o29-52i64-87o107-128i148-172o202-230i242-264o276-296i
Q5JQS6;0;0;i
Q5JRC9;0;0;i
Q5JRS4;7;0;o26-49i61-82o102-121i141-159o165-186i198-226o238-261i
Q5JRV8;4;0;i29-50o62-82i89-114o221-243i
Q5JS37;0;Y;n5-20c25/26o
Q5JS54;0;0;i
Q5JSS6;0;0;i
Q5JTD7;0;0;i
Q5JUK9;0;0;i
Q5JV73;0;0;i
Q5JVG2;0;0;i
Q5JVG8;0;0;i
Q5JWR5;2;0;o1760-1779i1814-1834o
Q5JX69;1;Y;n6-14c19/20o55-73i
Q5JXM2;0;Y;n17-25c30/31o
Q5M9N0;0;0;i
Q5PT55;9;Y;n5-16c21/22o143-164i176-200o206-228i235-257o269-291i311-330o336-355i367-386o398-418i
Q5SNV9;0;0;i
Q5SRH9;0;0;i
Q5SSQ6;0;0;i
Q5SV17;2;0;i7-31o90-115i
Q5SV97;0;0;i
Q5SXM1;0;0;i
Q5SY68;0;0;i
Q5SYE7;0;0;i
Q5SZD1;0;0;i
Q5SZD4;0;0;i
Q5SZI1;0;Y;n3-21c25/26o
Q5T0B9;0;0;i
Q5T1A1;7;0;i27-47o53-73i94-113o227-254i323-344o412-433i500-520o
Q5T1J5;0;0;i
Q5T1N1;0;0;i
Q5T1S8;1;0;o31-51i
Q5T215;0;0;i
Q5T292;1;Y;n3-14c18/19o34-54i
Q5T3I0;0;0;i
Q5T5D7;0;0;i
Q5T5J6;0;0;i
Q5T5M9;0;0;i
Q5T5S1;0;0;i
Q5T681;0;0;i
Q5T6J7;0;0;i
Q5T7M9;1;0;i28-47o
Q5T9S5;0;0;i
Q5TAG4;0;0;i
Q5TC12;0;Y;n2-12c17/18o
Q5TC63;0;0;i
Q5TEA3;0;0;i
Q5TEA6;1;Y;n4-15c23/24o667-683i
Q5TEC3;0;0;i
Q5TF21;1;Y;n6-16c21/22o916-946i
Q5TF39;11;Y;n2-13c21/22o31-54i61-79o85-112i124-144o183-205i226-244o272-292i299-316o322-344i356-376o388-408i
Q5TFE4;0;0;i
Q5TFG8;0;0;i
Q5TG30;0;0;i
Q5TGI0;1;0;o67-88i
Q5TGS1;0;0;i
Q5TGY1;2;0;i190-216o222-249i
Q5THK1;0;0;i
Q5TIE3;0;0;i
Q5TZ20;7;0;o26-48i60-81o101-120i140-158o200-221i242-261o273-292i
Q5TZJ5;1;0;i24-46o
Q5U3C3;7;0;o43-61i94-112o118-136i148-165o177-193i205-228o270-286i
Q5UAW9;7;0;o16-37i49-67o87-108i120-142o168-192i227-247o259-282i
Q5VIY5;0;0;i
Q5VSG8;0;Y;n8-20c25/26o
Q5VT79;0;0;i
Q5VTE6;0;0;i
Q5VTJ3;1;0;i21-38o
Q5VTL8;0;0;i
Q5VTM2;0;0;i
Q5VTU8;0;0;i
Q5VU65;1;Y;n24-31c36/37o1811-1832i
Q5VU69;0;0;i
Q5VUD6;1;Y;n7-14c22/23o32-50i
Q5VUJ5;0;0;i
Q5VUJ6;0;0;i
Q5VUY0;2;0;o6-29i41-60o
Q5VUY2;2;0;o6-29i41-60o
Q5VVM6;0;0;i
Q5VW22;0;0;i
Q5VWQ0;0;0;i
Q5VX52;0;0;i
Q5VXU3;1;0;o142-166i
Q5VYM1;0;0;i
Q5VYV0;0;0;i
Q5VYV7;0;0;i
Q5VZ03;0;0;i
Q5VZ46;0;0;i
Q5VZ66;1;0;i828-843o
Q5W0A0;0;0;i
Q5W0B7;6;0;i7-27o47-69i89-109o129-147i265-282o302-334i
Q5W0V3;0;0;i
Q5W186;0;Y;n13-25c30/31o
Q5W5W9;0;0;i
Q5XG99;1;0;o218-239i
Q5XKK7;0;0;i
Q5XKR9;0;0;i
Q5XUX1;0;0;i
Q5YKI7;0;0;i
Q63HM2;16;0;i39-64o70-94i136-159o165-192i213-232o244-270i291-308o314-330i356-377o389-405i444-464o470-488i495-514o534-553i565-586o636-658i
Q63HM9;0;0;i
Q63ZE4;12;0;i18-37o147-167i174-195o201-219i231-255o261-280i350-366o378-398i410-427o433-457i469-492o498-515i
Q64ET8;0;0;i
Q658K8;0;0;i
Q658L1;0;0;i
Q658N2;0;Y;n17-35c43/44o
Q68CQ7;0;Y;n8-22c30/31o
Q68CR1;1;0;o1052-1077i
Q68DI1;0;0;i
Q68DU8;0;0;i
Q68DY9;0;0;i
Q69YU3;0;0;i
Q6AHZ1;0;0;i
Q6AI08;0;0;i
Q6AI12;0;0;i
Q6AW86;0;0;i
Q6B0B8;0;0;i
Q6BEB4;0;0;i
Q6DHV5;0;0;i
Q6DKI1;0;0;i
Q6EBC2;0;Y;n11-22c26/27o
Q6EKJ0;0;0;i
Q6F5E7;0;0;i
Q6GPI1;0;Y;n2-13c18/19o
Q6ICC9;0;0;i
Q6ICG6;0;0;i
Q6ICH7;1;0;o58-76i
Q6IEE8;1;0;o566-587i
Q6IEU7;7;0;o26-48i60-79o91-115i136-154o200-225i237-261o273-292i
Q6IEV9;7;0;o24-45i57-80o100-118i138-162o201-223i235-256o268-287i
Q6IEY1;7;0;o23-47i59-78o98-120i141-168o203-225i237-258o270-289i
Q6IEZ7;7;0;o29-52i64-86o106-124i144-166o202-229i241-264o276-296i
Q6IF00;7;0;o27-49i61-80o92-121i141-160o199-226i238-256o276-293i
Q6IF36;7;0;i40-66o72-91i112-133o153-175i187-207o213-239i251-273o
Q6IF42;7;0;o20-47i59-77o97-119i131-157o192-215i236-260o272-291i
Q6IF63;7;0;o31-53i65-91o97-124i145-168o202-226i238-258o278-298i
Q6IF82;8;0;i24-47o53-71i83-101o107-125i137-156o192-214i234-257o269-287i
Q6IF99;7;0;o26-51i58-78o98-120i132-159o197-225i237-260o272-290i
Q6IFG1;7;0;o25-50i62-80o100-122i142-166o205-227i239-260o272-295i
Q6IFN5;7;Y;n4-12c17/18o41-65i77-96o116-138i150-172o215-237i258-278o290-308i
Q6IN97;0;0;i
Q6IPT2;0;0;i
Q6IPX1;0;0;i
Q6IPX3;0;0;i
Q6IQ21;0;0;i
Q6IS14;0;0;i
Q6J272;0;0;i
Q6JVE6;0;Y;n4-15c19/20o
Q6JVE9;0;Y;n7-17c25/26o
Q6L8G5;0;0;i
Q6L9T8;0;0;i
Q6MZZ7;0;0;i
Q6NSI8;0;0;i
Q6NSJ2;0;0;i
Q6NSW5;0;0;i
Q6NT04;0;0;i
Q6NT52;0;Y;n4-11c18/19o
Q6NT89;0;0;i
Q6NUN7;0;0;i
Q6NV75;7;0;o12-32i44-65o85-106i127-148o168-196i245-269o275-299i
Q6NVV3;9;0;o66-88i115-137o143-162i169-188o208-229i236-254o274-293i305-325o337-357i
Q6NW29;0;0;i
Q6NX49;0;0;i
Q6NXP0;0;0;i
Q6NXP2;0;0;i
Q6NXT1;0;0;i
Q6NZ63;4;0;i54-72o98-124i145-165o199-219i
Q6P093;0;Y;n5-15c19/20o
Q6P161;0;0;i
Q6P1N9;0;0;i
Q6P280;0;0;i
Q6P387;0;0;i
Q6P3R8;0;0;i
Q6P3V2;0;0;i
Q6P474;0;0;i
Q6P5X7;2;0;i233-254o260-284i
Q6P6B1;0;0;i
Q6P6B7;0;0;i
Q6P995;1;Y;n10-21c32/33o354-378i
Q6P9A1;0;0;i
Q6P9A3;0;0;i
Q6P9G0;0;0;i
Q6PCB5;0;0;i
Q6PEW0;0;Y;n15-25c30/31o
Q6PEZ8;0;Y;n6-18c26/27o
Q6PF15;0;0;i
Q6PG37;0;0;i
Q6PH81;0;0;i
Q6PI47;0;0;i
Q6PI97;0;0;i
Q6PID6;0;0;i
Q6PII5;0;0;i
Q6PIV7;1;0;o206-227i
Q6PJ61;0;0;i
Q6PJE2;0;0;i
Q6PK04;0;0;i
Q6PK81;0;0;i
Q6PP77;10;0;o31-54i66-88o100-118i174-193o199-219i240-263o269-286i306-330o350-370i382-405o
Q6Q6R5;0;0;i
Q6S545;0;0;i
Q6S5H5;1;0;i304-325o
Q6S8J7;0;0;i
Q6T423;12;0;i12-32o147-166i178-198o204-222i229-254o260-280i350-367o379-400i407-426o432-454i475-492o498-515i
Q6TFL3;1;0;i725-742o
Q6U949;0;0;i
Q6UE05;4;0;o73-92i99-118o130-153i185-206o
Q6UQ28;0;Y;n8-20c25/26o
Q6URK8;0;0;i
Q6UW01;0;Y;n17-27c32/33o
Q6UW02;0;Y;n4-22c29/30o
Q6UW10;0;Y;n4-14c19/20o
Q6UWE3;0;Y;n2-13c21/22o
Q6UWF7;0;Y;n11-26c35/36o
Q6UWH4;1;0;i38-56o
Q6UWI4;1;Y;n15-27c35/36o114-143i
Q6UWJ8;1;Y;n12-23c29/30o142-163i
Q6UWM9;1;Y;n7-18c23/24o491-512i
Q6UWN0;0;Y;n8-21c26/27o
Q6UWN8;0;Y;n7-18c23/24o
Q6UWP8;0;Y;n6-19c23/24o
Q6UWS5;0;Y;n7-17c22/23o
Q6UWT2;1;0;i9-30o
Q6UWU2;0;Y;n11-22c27/28o
Q6UWV7;1;0;o57-90i
Q6UWX4;0;Y;n22-33c41/42o
Q6UWY5;0;Y;n8-19c27/28o
Q6UX68;6;Y;n5-13c18/19o34-57i172-192o204-225i237-255o267-286i298-317o
Q6UX72;0;Y;n11-23c27/28o
Q6UX82;1;Y;n3-14c19/20o220-236i
Q6UXB1;0;Y;n5-19c24/25o
Q6UXB3;0;Y;n6-17c25/26o
Q6UXD7;12;0;i30-50o70-90i97-115o127-145i166-186o192-215i249-270o282-306i318-336o342-366i378-400o420-442i
Q6UXE8;1;Y;n2-12c17/18o235-259i
Q6UXF7;0;Y;n13-21c26/27o
Q6UXN7;1;0;o6-28i
Q6UXS0;0;Y;n4-14c19/20o
Q6UXU4;3;Y;n10-21c28/29o134-161i173-196o216-242i
Q6UXU6;1;Y;n8-19c26/27o58-80i
Q6UXV1;1;Y;n3-10c14/15o187-212i
Q6UXY8;11;0;o455-474i486-507o527-545i616-641o656-678i690-714o734-754i785-810o830-854i866-882o902-923i
Q6UY01;0;0;i
Q6UY18;1;Y;n16-23c28/29o532-557i
Q6UY27;0;Y;n2-13c20/21o
Q6V702;0;0;i
Q6V9R5;0;0;i
